time,msg
2020-08-04 13:10:30, Memory #0xe2 | Correctable ECC | Asserted
2020-08-04 13:10:36, Memory #0xe2 | Correctable ECC | Asserted
2020-08-04 13:45:48, Memory #0xe2 | Correctable ECC | Asserted
2020-08-04 14:08:55, Power Supply PS1_Status | Failure detected | Asserted
2020-08-04 14:18:27, Power Supply PS1_Status | Power Supply AC lost | Asserted
2020-08-04 14:20:33, Power Supply PS2_Status | Failure detected | Deasserted
2020-08-04 14:26:47, Power Supply PS1_Status | Power Supply AC lost | Asserted
2020-08-04 15:30:40, Memory CPU1E0_DIMM_Stat | Correctable ECC | Asserted
2020-08-04 16:49:55, Memory #0x94 | Uncorrectable ECC | Asserted
2020-08-04 16:50:24, Processor CPU1_Status | Configuration Error | Asserted
2020-08-04 17:33:51, Memory CPU1E0_DIMM_Stat | Correctable ECC | Asserted
2020-08-04 18:06:19, Memory #0xe2 | Correctable ECC | Asserted
2020-08-04 19:38:27," Power Supply PS2_Status | AC out-of-range, but present | Asserted"
2020-08-05 00:53:53, Memory CPU1A0_DIMM_Stat | Correctable ECC | Asserted
2020-08-05 00:54:14, Memory CPU1A0_DIMM_Stat | Correctable ECC | Asserted
2020-08-05 00:54:31, Memory CPU1A0_DIMM_Stat | Correctable ECC | Asserted
2020-08-05 00:55:40, Memory CPU1A0_DIMM_Stat | Correctable ECC | Asserted
2020-08-05 01:24:35, Memory #0xe2 | Uncorrectable ECC | Asserted
2020-08-05 01:35:26, Microcontroller #0x3b | Transition to Running | Asserted
2020-08-05 01:42:27, System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted
2020-08-05 01:56:07, System ACPI Power State ACPI_PWR_Status | S4/S5: soft-off | Asserted
2020-08-05 02:14:35, System Event #0xff | Timestamp Clock Sync | Asserted
2020-08-05 02:15:26, Unknown CPU0 CATERR |  | Asserted
2020-08-05 02:47:11, Microcontroller #0x3b | Transition to Running | Asserted
2020-08-05 02:53:43, System Event #0xff | Timestamp Clock Sync | Asserted
2020-08-05 03:01:06, Unknown CPU0 MCERR |  | Asserted
2020-08-05 03:06:46, System Event #0xff | Timestamp Clock Sync | Asserted
2020-08-05 03:51:43, Memory CPU1E0_DIMM_Stat | Correctable ECC | Asserted
2020-08-05 07:54:06, Memory #0xe2 | Correctable ECC | Asserted
2020-08-05 10:21:32, Processor CPU0_Status | IERR | Asserted
2020-08-05 13:33:34, Processor CPU0_Status | Configuration Error | Asserted
2020-08-05 13:40:31, Microcontroller/Coprocessor #0x16 | Transition to Running | Asserted
2020-08-05 13:43:54, System Boot Initiated BIOS_Boot_Up | Initiated by power up | Asserted
2020-08-05 14:09:28, Power Supply PS2_Status | Presence detected | Asserted
2020-08-05 14:56:42, System Boot Initiated BIOS_Boot_Up | Initiated by power up | Asserted
2020-08-05 17:06:21, Processor #0x13 | Presence detected | Asserted
2020-08-05 17:14:58, System Boot Initiated System Restart | System Restart | Asserted
2020-08-05 17:17:55, Memory CPU0E0_DIMM_Stat | Correctable ECC | Asserted
2020-08-05 17:18:41, Memory CPU0E0_DIMM_Stat | Correctable ECC | Asserted
2020-08-05 17:19:57, Button #0x06 | Power Button pressed | Asserted
2020-08-05 17:24:38, System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted
2020-08-05 17:34:50, Memory #0x57 | Presence Detected | Asserted
2020-08-05 18:17:14, Memory CPU0B0_DIMM_Stat | Correctable ECC | Asserted
2020-08-05 19:05:12, Memory CPU1A0_DIMM_Stat | Uncorrectable ECC | Asserted
2020-08-05 19:08:01, Processor CPU0_Status | Configuration Error | Asserted
2020-08-06 01:00:16, Memory CPU0B1_DIMM_Stat | Correctable ECC | Asserted
2020-08-06 02:05:12, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-08-06 02:18:22, Memory #0xe2 | Correctable ECC | Asserted
2020-08-06 04:14:50, Memory CPU1A1_DIMM_Stat | Correctable ECC | Asserted
2020-08-06 04:15:25, Memory CPU1A1_DIMM_Stat | Correctable ECC | Asserted
2020-08-06 04:18:26, Memory CPU1A1_DIMM_Stat | Correctable ECC | Asserted
2020-08-06 06:26:11, Memory CPU0B1_DIMM_Stat | Correctable ECC | Asserted
2020-08-06 06:40:35, Memory CPU0B1_DIMM_Stat | Correctable ECC | Asserted
2020-08-06 08:48:14, Memory CPU0B0_DIMM_Stat | Correctable ECC | Asserted
2020-08-06 10:42:30, Memory #0xe2 | Correctable ECC | Asserted
2020-08-06 11:40:15, Memory #0xe2 | Correctable ECC | Asserted
2020-08-06 11:41:05, Memory #0xe2 | Correctable ECC | Asserted
2020-08-06 11:41:07, Memory #0xe2 | Correctable ECC | Asserted
2020-08-06 13:02:15, Processor CPU0_Status | Configuration Error | Asserted
2020-08-06 13:02:23, Memory DIMM000_Stat | Uncorrectable ECC | Asserted
2020-08-06 15:50:59, Processor CPU1_Status | Presence detected | Asserted
2020-08-06 16:29:08, System ACPI Power State ACPI_PWR_Status | S4/S5: soft-off | Asserted
2020-08-06 16:30:19, System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted
2020-08-06 16:53:19, Processor CPU0_Status | Presence detected | Asserted
2020-08-06 18:48:45, Memory CPU1C0_DIMM_Stat | Correctable ECC | Asserted
2020-08-06 21:36:37, Memory #0xf9 | Correctable ECC | Asserted
2020-08-06 21:39:50, Memory #0xf9 | Correctable ECC | Asserted
2020-08-06 23:47:05, Memory CPU0B0_DIMM_Stat | Correctable ECC | Asserted
2020-08-06 23:47:11, Memory CPU0B0_DIMM_Stat | Correctable ECC | Asserted
2020-08-06 23:57:45, Memory CPU0F0_DIMM_Stat | Correctable ECC | Asserted
2020-08-07 01:12:41, Memory CPU1B0_DIMM_Stat | Correctable ECC | Asserted
2020-08-07 01:24:36, System Boot Initiated #0xe0 | Initiated by power up | Asserted
2020-08-07 05:09:33, Memory CPU1B0_DIMM_Stat | Correctable ECC | Asserted
2020-08-07 05:09:46, Memory CPU1B0_DIMM_Stat | Correctable ECC | Asserted
2020-08-07 05:09:58, Memory CPU1B0_DIMM_Stat | Correctable ECC | Asserted
2020-08-07 05:10:43, Memory CPU1B0_DIMM_Stat | Correctable ECC | Asserted
2020-08-07 05:38:10, Memory #0xe2 | Correctable ECC | Asserted
2020-08-07 06:03:16, Memory #0xe2 | Correctable ECC | Asserted
2020-08-07 09:35:12, Memory CPU1E0_DIMM_Stat | Correctable ECC | Asserted
2020-08-07 11:37:07, Temperature Temp_DIMM_KLM | Upper Non-critical going high | Asserted | Reading 101 &gt; Threshold 84 degrees C
2020-08-07 11:37:07, Temperature Temp_DIMM_DEF | Upper Non-critical going high | Reading 110 &gt; Threshold 84 degrees C
2020-08-07 11:40:43, Temperature DIMMG0_Temp | Upper Critical going high | Asserted | Reading 106 &gt; Threshold 85 degrees C
2020-08-07 11:43:09, Temperature DIMMG0_Temp | Upper Non-critical going high | Asserted | Reading 102 &gt; Threshold 84 degrees C
2020-08-07 11:43:09, Temperature DIMMG1_Temp | Upper Non-critical going high | Asserted | Reading 93 &gt; Threshold 84 degrees C
2020-08-07 11:43:09, Temperature DIMMG0_Temp | Upper Critical going high | Asserted | Reading 102 &gt; Threshold 85 degrees C
2020-08-07 14:08:42, Memory CPU0D0_DIMM_Stat | Uncorrectable ECC | Asserted
2020-08-07 14:09:19, Memory CPU0D0_DIMM_Stat | Uncorrectable ECC | Asserted
2020-08-07 14:10:06, Memory CPU0D0_DIMM_Stat | Uncorrectable ECC | Asserted
2020-08-07 17:00:01, Processor CPU_CATERR | State Asserted | Asserted
2020-08-07 18:18:49, Processor CPU1_Status | Configuration Error | Asserted
2020-08-08 00:11:05, Memory CPU0F0_DIMM_Stat | Correctable ECC | Asserted
2020-08-08 03:04:37, Memory #0xe2 | Correctable ECC | Asserted
2020-08-08 04:28:10, Memory #0xf9 | Correctable ECC | Asserted
2020-08-08 05:04:54, Memory CPU0B0_DIMM_Stat | Correctable ECC | Asserted
2020-08-08 07:14:12, Processor CPU1_Status | Configuration Error | Asserted
2020-08-08 07:14:40, Processor CPU1_Status | Configuration Error | Asserted
2020-08-08 08:36:20, Power Unit Pwr Unit Status | Power off/down | Deasserted
2020-08-08 09:24:03, Memory #0xe2 | Memory Device Disabled | Asserted
2020-08-08 09:42:54," Power Supply PS2_Status | AC out-of-range, but present | Asserted"
2020-08-08 09:56:17, Memory Memory_Status | Correctable ECC | Asserted
2020-08-08 14:36:51, Memory #0x48 | Presence Detected | Asserted
2020-08-08 15:28:25, System Event #0x10 | Timestamp Clock Sync | Asserted
2020-08-08 16:22:58, Microcontroller/Coprocessor BMC_Boot_Up | Device Enabled | Asserted
2020-08-08 19:50:56, Memory DIMM020_Status | Correctable ECC | Asserted
2020-08-09 00:42:16, Temperature DIMMG1_Temp | Upper Critical going high | Asserted | Reading 105 &gt; Threshold 85 degrees C
2020-08-09 00:43:39, Temperature DIMMG1_Temp | Upper Non-critical going high | Deasserted | Reading 69 &gt; Threshold 84 degrees C
2020-08-09 00:44:49, Temperature Temp_DIMM_DEF | Upper Non-critical going high | Deasserted | Reading 74 &gt; Threshold 84 degrees C
2020-08-09 00:45:52, Temperature Temp_DIMM_KLM | Upper Non-critical going high | Asserted | Reading 101 &gt; Threshold 84 degrees C
2020-08-09 01:02:31, Temperature Temp_DIMM_DEF | Upper Non-critical going high | Asserted | Reading 126 &gt; Threshold 84 degrees C
2020-08-09 01:05:21, Unknown #0x19 |  | Asserted
2020-08-09 02:18:38, Memory CPU1C0_DIMM_Stat | Correctable ECC | Asserted
2020-08-09 06:39:42, Memory CPU0B0_DIMM_Stat | Correctable ECC | Asserted
2020-08-09 08:08:20, Watchdog2 IPMI Watchdog | Power cycle | Asserted
2020-08-09 09:57:09, Memory #0xf9 | Correctable ECC | Asserted
2020-08-09 09:58:18, Memory #0xf9 | Correctable ECC | Asserted
2020-08-09 09:58:40, Memory #0xf9 | Correctable ECC | Asserted
2020-08-09 09:58:44, Memory #0xf9 | Correctable ECC | Asserted
2020-08-09 18:43:46, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-08-09 18:45:50, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-08-09 18:48:59, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-08-09 18:58:52, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-08-09 19:36:16, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-08-09 19:36:30, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-08-09 19:38:08, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-08-10 01:57:28, Memory CPU1F0_DIMM_Stat | Correctable ECC | Asserted
2020-08-10 04:02:28, System Boot Initiated BIOS_Boot_Up | Initiated by power up | Asserted
2020-08-10 04:25:31, Processor CPU1 Status | Configuration Error | Asserted
2020-08-10 06:58:08, Power Supply PSU0_Supply | Failure detected | Asserted
2020-08-10 08:29:51, Unknown CPU0 MCERR |  | Asserted
2020-08-10 12:21:50, Memory CPU1A0_DIMM_Stat | Correctable ECC | Asserted
2020-08-10 14:38:28, OS Boot #0xe0 | boot completed - device not specified | Asserted
2020-08-10 18:41:57, Memory #0x87 | Correctable ECC | Asserted
2020-08-10 19:40:26, Memory #0xe2 | Correctable ECC | Asserted
2020-08-10 19:43:28, Memory #0xe2 | Correctable ECC | Asserted
2020-08-10 19:50:45, Memory #0xe2 | Correctable ECC | Asserted
2020-08-10 19:52:09, Memory #0xe2 | Correctable ECC | Asserted
2020-08-10 19:52:56, Memory #0xe2 | Correctable ECC | Asserted
2020-08-10 19:55:11, System Boot Initiated #0xe0 | Initiated by power up | Asserted
2020-08-10 20:08:39, Memory CPU0B0_DIMM_Stat | Uncorrectable ECC | Asserted
2020-08-10 20:16:55, Memory #0xe2 | Correctable ECC | Asserted
2020-08-10 20:16:56, Memory #0xe2 | Correctable ECC | Asserted
2020-08-10 20:17:03, Processor CPU0_Status | Configuration Error | Deasserted
2020-08-10 20:17:19, Memory #0xe2 | Correctable ECC | Asserted
2020-08-10 20:39:03, System Boot Initiated | Initiated by warm reset | Asserted
2020-08-11 01:37:44, Memory DIMM070_Status | Correctable ECC | Asserted
2020-08-11 06:48:58, Memory CPU1D0_DIMM_Stat | Uncorrectable ECC | Asserted
2020-08-11 06:49:28, Processor CPU1_Status | Configuration Error | Asserted
2020-08-11 06:50:42, Processor CPU1_Status | Configuration Error | Asserted
2020-08-11 06:52:25, Memory CPU1D0_DIMM_Stat | Uncorrectable ECC | Asserted
2020-08-11 06:57:17, System Boot Initiated | Initiated by power up | Asserted
2020-08-11 06:58:09, Unknown CPU0 MCERR |  | Asserted
2020-08-11 07:02:12, Memory CPU1A0_DIMM_Stat | Correctable ECC | Asserted
2020-08-11 07:35:54, Processor CPU0_Status | Configuration Error | Deasserted
2020-08-11 07:37:20, Temperature CPU0 Margin | Lower Non-critical going low  | Asserted | Reading 0 &lt; Threshold 2 degrees C
2020-08-11 09:00:24, System Boot Initiated #0xe0 | Initiated by hard reset | Asserted
2020-08-11 09:00:55, System Boot Initiated #0xe0 | Initiated by hard reset | Asserted
2020-08-11 09:56:38, Temperature CPU1_Temp | Upper Critical going high | Asserted | Reading 251
2020-08-11 10:39:57, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-08-11 11:35:08, Memory #0xf9 | Correctable ECC | Asserted
2020-08-11 13:09:15, System Boot Initiated BIOS_Boot_Up | Initiated by power up | Asserted
2020-08-11 14:19:36, Unknown Chassis_Control |  | Asserted
2020-08-11 14:20:01, Processor CPU1_Status | Configuration Error | Asserted
2020-08-11 14:47:11, Memory | Correctable ECC | Asserted | CPU 1 DIMM 8
2020-08-11 15:18:26, Memory | Correctable ECC | Asserted | CPU 1 DIMM 8
2020-08-11 15:18:51, Memory | Correctable ECC | Asserted | CPU 1 DIMM 8
2020-08-11 15:19:38, Memory | Correctable ECC | Asserted | CPU 1 DIMM 8
2020-08-11 16:00:32, Memory | Correctable ECC | Asserted | CPU 1 DIMM 8
2020-08-11 16:22:22, Memory | Correctable ECC | Asserted | CPU 1 DIMM 8
2020-08-11 18:50:19, Memory DIMM140_Status | Correctable ECC | Asserted
2020-08-11 21:42:06, Memory | Correctable ECC | Asserted | CPU 1 DIMM 8
2020-08-11 21:45:20, Memory | Correctable ECC | Asserted | CPU 1 DIMM 8
2020-08-12 00:47:16, Memory CPU0E0_DIMM_Stat | Correctable ECC | Asserted
2020-08-12 03:47:32, Memory CPU1D1_DIMM_Stat | Correctable ECC | Asserted
2020-08-12 03:50:07, Memory CPU1D1_DIMM_Stat | Correctable ECC | Asserted
2020-08-12 06:44:03, Memory CPU1E1_DIMM_Stat | Correctable ECC | Asserted
2020-08-12 08:29:53, System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted
2020-08-12 09:11:42, Drive Slot DISK6 | Drive Present | Asserted
2020-08-12 09:11:42, Drive Slot / Bay DISK2 | Drive Present | Asserted
2020-08-12 09:49:12, Memory CPU0B0_DIMM_Stat | Correctable ECC | Asserted
2020-08-12 09:52:36, Memory CPU0B0_DIMM_Stat | Correctable ECC | Asserted
2020-08-12 09:52:54, Memory CPU0B0_DIMM_Stat | Correctable ECC | Asserted
2020-08-12 09:52:57, Memory CPU0B0_DIMM_Stat | Correctable ECC | Asserted
2020-08-12 09:54:31, System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted
2020-08-12 11:08:03, System ACPI Power State ACPI_PWR_Status | S4/S5: soft-off | Asserted
2020-08-12 11:15:52, Drive Slot / Bay HDD_L_3_Status | Drive Fault | Asserted
2020-08-12 11:44:00, Processor CPU0_Status | Uncorrectable machine check exception | Asserted
2020-08-12 12:33:15, System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted
2020-08-12 12:46:56, System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted
2020-08-12 13:04:03, Processor CPU0_Status | Uncorrectable machine check exception | Asserted
2020-08-12 13:15:03, Processor CPU0_Status | Uncorrectable machine check exception | Deasserted
2020-08-12 14:11:50, Memory #0xf9 | Correctable ECC | Asserted
2020-08-12 14:43:10, Power Supply 460PS2_DC_STATUS | Device Absent | Asserted
2020-08-12 15:08:16, Memory #0xf9 | Correctable ECC | Asserted
2020-08-12 15:08:50, Memory #0xf9 | Correctable ECC | Asserted
2020-08-12 15:11:26, Memory #0xf9 | Correctable ECC | Asserted
2020-08-12 16:08:52, Memory #0xf9 | Correctable ECC | Asserted
2020-08-12 16:29:55, Memory #0xf9 | Correctable ECC | Asserted
2020-08-12 16:33:49, Memory #0xf9 | Correctable ECC | Asserted
2020-08-12 16:35:21, Memory #0xf9 | Correctable ECC | Asserted
2020-08-12 16:36:17, Memory #0xf9 | Correctable ECC | Asserted
2020-08-12 16:37:08, Memory #0xf9 | Correctable ECC | Asserted
2020-08-12 17:13:53, Memory #0xf9 | Correctable ECC | Asserted
2020-08-12 17:13:56, Memory #0xf9 | Correctable ECC | Asserted
2020-08-12 17:19:33, OS Boot BIOS_Boot_Up | boot completed - device not specified | Asserted
2020-08-12 17:24:33, Memory #0xf9 | Correctable ECC | Asserted
2020-08-12 21:42:10, Version Change #0x8b | Hardware change detected | Asserted
2020-08-13 00:23:06, Memory #0xe2 | Correctable ECC | Asserted
2020-08-13 00:39:59, Memory #0xe2 | Correctable ECC | Asserted
2020-08-13 00:42:07, Memory #0xe2 | Correctable ECC | Asserted
2020-08-13 01:25:33, Memory CPU0A0_DIMM_Stat | Correctable ECC | Asserted
2020-08-13 01:31:44, Memory CPU0A0_DIMM_Stat | Correctable ECC | Asserted
2020-08-13 01:47:46, System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted
2020-08-13 03:23:17, Power Unit Pwr Unit Status | Power off/down | Deasserted
2020-08-13 05:45:26, Memory CPU0A0_DIMM_Stat | Correctable ECC | Asserted
2020-08-13 06:46:14, System Event #0xff | Timestamp Clock Sync | Asserted
2020-08-13 07:06:47, Unknown CPU0 CATERR |  | Asserted
2020-08-13 07:10:03, Memory CPU0A0_DIMM_Stat | Correctable ECC | Asserted
2020-08-13 07:32:02, System Event #0xff | Timestamp Clock Sync | Asserted
2020-08-13 08:02:25, Memory CPU0A0_DIMM_Stat | Correctable ECC | Asserted
2020-08-13 08:11:10, System Event #0xff | Timestamp Clock Sync | Asserted
2020-08-13 08:47:29, Memory CPU0A0_DIMM_Stat | Correctable ECC | Asserted
2020-08-13 09:02:26, OS Boot #0xe9 | boot completed - device not specified | Asserted
2020-08-13 10:16:30, System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted
2020-08-13 10:16:35, System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted
2020-08-13 10:22:36, System ACPI Power State ACPI_PWR_Status | S4/S5: soft-off | Asserted
2020-08-13 10:29:04, Memory CPU0A0_DIMM_Stat | Correctable ECC | Asserted
2020-08-13 10:30:13, Memory CPU0A0_DIMM_Stat | Correctable ECC | Asserted
2020-08-13 12:35:48, Memory CPU0E0_DIMM_Stat | Correctable ECC | Asserted
2020-08-13 13:12:10, Memory CPU0A0_DIMM_Stat | Correctable ECC | Asserted
2020-08-13 14:11:44, Memory CPU0A0_DIMM_Stat | Correctable ECC | Asserted
2020-08-13 15:37:59, System ACPI Power State ACPI_PWR_Status | S4/S5: soft-off | Asserted
2020-08-13 16:20:42, Memory CPU0A0_DIMM_Stat | Correctable ECC | Asserted
2020-08-13 16:52:42, Memory CPU0A0_DIMM_Stat | Correctable ECC | Asserted
2020-08-13 17:44:21, Memory #0xe2 | Correctable ECC | Asserted
2020-08-13 19:18:27, System Boot Initiated #0xe0 | Initiated by power up | Asserted
2020-08-13 23:41:20, Memory CPU1D0_DIMM_Stat | Uncorrectable ECC | Asserted
2020-08-14 00:55:07, Memory #0xe2 | Correctable ECC | Asserted
2020-08-14 01:50:55, Memory CPU0A0_DIMM_Stat | Correctable ECC | Asserted
2020-08-14 02:25:36, Memory CPU1A0_DIMM_Stat | Memory Device Disabled | Asserted
2020-08-14 03:07:50, Event Logging Disabled SEL_Status | Log almost full | Asserted
2020-08-14 03:32:54, Memory CPU1B0_DIMM_Stat | Correctable ECC | Asserted
2020-08-14 04:07:55, Microcontroller BMC_Boot_Up | Device Enabled | Asserted
2020-08-14 05:08:01, Microcontroller BMC_Boot_Up | Device Enabled | Asserted
2020-08-14 05:08:07, Processor CPU0_Status | Presence detected | Asserted
2020-08-14 09:00:21, OS Boot #0xe9 | boot completed - device not specified | Asserted
2020-08-14 11:12:10, Button Button_Pressed | State Asserted | Asserted
2020-08-14 11:17:20, Unknown #0x17 |  | Asserted
2020-08-14 11:39:15, System Boot Initiated BIOS_Boot_Up | Initiated by power up | Asserted
2020-08-14 11:52:49, System ACPI Power State ACPI_PWR_Status | S4/S5: soft-off | Asserted
2020-08-14 12:10:40, OS Boot #0xe0 | boot completed - device not specified | Asserted
2020-08-14 12:17:36, Memory CPU1F0_DIMM_Stat | Correctable ECC | Asserted
2020-08-14 13:37:10, Processor CPU_CATERR | State Asserted | Asserted
2020-08-14 14:23:51, Memory CPU1B0_DIMM_Stat | Correctable ECC | Asserted
2020-08-14 14:28:49, Memory CPU1B0_DIMM_Stat | Correctable ECC | Asserted
2020-08-14 15:46:00, Event Logging Disabled SEL_Status | Log almost full | Asserted
2020-08-14 16:16:06, System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted
2020-08-14 19:37:06, Watchdog2 IPMI_Watchdog | Hard reset | Asserted
2020-08-14 19:54:29, Memory CPU1B0_DIMM_Stat | Correctable ECC | Asserted
2020-08-14 19:55:05, Memory CPU1B0_DIMM_Stat | Uncorrectable ECC | Asserted
2020-08-14 19:55:17, Memory CPU1B0_DIMM_Stat | Uncorrectable ECC | Asserted
2020-08-14 21:31:12, System Event #0x10 | Timestamp Clock Sync | Asserted
2020-08-15 00:20:01, Memory CPU1B0_DIMM_Stat | Correctable ECC | Asserted
2020-08-15 00:21:19, Memory CPU1B0_DIMM_Stat | Uncorrectable ECC | Asserted
2020-08-15 00:32:18, Memory CPU1B0_DIMM_Stat | Correctable ECC | Asserted
2020-08-15 00:32:49, Memory CPU1B0_DIMM_Stat | Correctable ECC | Asserted
2020-08-15 02:16:50, Memory CPU1B0_DIMM_Stat | Correctable ECC | Asserted
2020-08-15 02:59:38, Unknown #0x17 |  | Asserted
2020-08-15 05:32:54, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-08-15 07:22:45, Watchdog2 IPMI Watchdog | Power cycle | Asserted
2020-08-15 07:28:31, Memory CPU0A0_DIMM_Stat | Correctable ECC | Asserted
2020-08-15 07:30:39, Unknown CPU0 CATERR |  | Asserted
2020-08-15 07:55:53, System Event #0xff | Timestamp Clock Sync | Asserted
2020-08-15 10:42:33, System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted
2020-08-15 12:27:12, Memory CPU0D0_DIMM_Stat | Correctable ECC | Asserted
2020-08-15 12:27:26, Memory CPU0D0_DIMM_Stat | Correctable ECC | Asserted
2020-08-15 12:54:32, System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted
2020-08-15 16:35:41, Processor CPU0_Status | Configuration Error | Asserted
2020-08-15 17:53:04, System Boot Initiated #0xe0 | Initiated by hard reset | Asserted
2020-08-15 18:15:16, Memory Memory_Status | Correctable ECC | Asserted
2020-08-15 18:21:18, Microcontroller/Coprocessor BMC_Boot_Up | Device Enabled | Asserted
2020-08-15 20:10:07, Memory #0xe2 | Correctable ECC | Asserted
2020-08-15 20:10:47, Memory #0xe2 | Correctable ECC | Asserted
2020-08-16 00:09:53, Memory CPU0B0_DIMM_Stat | Memory Device Disabled | Asserted
2020-08-16 05:07:54, Memory DIMM011 | Presence Detected | Asserted
2020-08-16 10:34:26, Power Supply #0x66 | Power Supply AC lost | Deasserted
2020-08-16 12:31:47, System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted
2020-08-16 12:35:32, Memory CPU1E0_DIMM_Stat | Correctable ECC | Asserted
2020-08-16 12:43:03, Memory CPU0A0_DIMM_Stat | Correctable ECC | Asserted
2020-08-16 13:32:09, Unknown CPU0 CATERR |  | Asserted
2020-08-16 13:37:48, Microcontroller #0x3b | Transition to Running | Asserted
2020-08-16 13:44:20, System Boot Initiated | Initiated by power up | Asserted
2020-08-16 16:12:03, Unknown CPU0 CATERR |  | Deasserted
2020-08-16 18:09:33, Power Unit Pwr Unit Status | Power off/down | Deasserted
2020-08-17 01:43:17, Memory DIMM101 | Presence Detected | Asserted
2020-08-17 08:06:26, System ACPI Power State ACPI_PWR_Status | S4/S5: soft-off | Asserted
2020-08-17 10:32:49, Memory DIMM020 | Uncorrectable ECC | Asserted
2020-08-17 10:38:20, System Event System Notice | Informational
2020-08-17 12:09:29, Microcontroller #0x3b | Transition to Running | Asserted
2020-08-17 18:20:52, Memory #0xf9 | Correctable ECC | Asserted
2020-08-17 18:25:52, System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted
2020-08-17 18:35:35, Memory #0xf9 | Correctable ECC | Asserted
2020-08-18 05:55:01, Memory #0xe2 | Correctable ECC | Asserted
2020-08-18 06:03:33, Drive Slot / Bay #0x1e | Drive Present | Asserted
2020-08-18 09:45:06, System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted
2020-08-18 10:16:11, Unknown CPU0 MCERR |  | Asserted
2020-08-18 11:03:05, Drive Slot #0x1e | Drive Present | Asserted
2020-08-18 12:28:07, Memory #0x57 | Presence Detected | Asserted
2020-08-18 12:29:25, Drive Slot / Bay #0x41 | Drive Present | Asserted
2020-08-18 13:56:39, Memory CPU0E0_DIMM_Stat | Correctable ECC | Asserted
2020-08-18 13:59:14, Memory CPU0E0_DIMM_Stat | Correctable ECC | Asserted
2020-08-18 15:06:39, Memory CPU0E0_DIMM_Stat | Correctable ECC | Asserted
2020-08-18 15:14:24, Memory CPU0E0_DIMM_Stat | Correctable ECC | Asserted
2020-08-18 15:15:29, Memory CPU0E0_DIMM_Stat | Correctable ECC | Asserted
2020-08-18 15:16:29, Memory CPU0E0_DIMM_Stat | Correctable ECC | Asserted
2020-08-18 15:30:22, Processor CPU1_Status | Configuration Error | Asserted
2020-08-18 15:31:41, Processor CPU1_Status | Configuration Error | Asserted
2020-08-18 15:33:53, Memory CPU0C0_DIMM_Stat | Uncorrectable ECC | Asserted
2020-08-18 15:34:55, Processor CPU1_Status | Configuration Error | Asserted
2020-08-18 15:40:12, Processor CPU1_Status | Configuration Error | Asserted
2020-08-18 16:24:16, Microcontroller BMC_Boot_Up | Device Enabled | Asserted
2020-08-18 18:26:42, Processor CPU1_Status |  | Deasserted
2020-08-18 18:26:42, Processor CPU0_Status |  | Deasserted
2020-08-18 18:27:14, Management Subsys Health System_Health | Sensor access degraded or unavailable | Asserted
2020-08-18 18:35:51, Processor CPU0_Status | IERR | Deasserted
2020-08-18 21:12:29, Processor CPU0_Status | Configuration Error | Asserted
2020-08-19 05:23:33, Processor CPU1_Status | Configuration Error | Deasserted
2020-08-19 06:14:18, Memory #0xf9 | Correctable ECC | Asserted
2020-08-19 07:48:17, Memory CPU1E0_DIMM_Stat | Correctable ECC | Asserted
2020-08-19 07:56:11, Memory #0xe2 | Correctable ECC | Asserted
2020-08-19 08:13:01, Memory | Correctable ECC (@DIMM1A(CPU2)) | Asserted
2020-08-19 12:09:17, Memory CPU0D0_DIMM_Stat | Correctable ECC | Asserted
2020-08-19 12:11:32, Power Supply PS1_Status | Presence detected | Asserted
2020-08-19 12:21:34, System Boot Initiated SysRestart | System Restart | Asserted
2020-08-19 12:30:38, Memory CPU1F0_DIMM_Stat | Correctable ECC | Asserted
2020-08-19 12:30:39, Memory CPU1F0_DIMM_Stat | Correctable ECC | Asserted
